row_key,WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
Iraq#2026-04-18#1374.0,2026-04-18,Middle East,Iraq,Ninewa,Protests,Peaceful protest,2,0,,Demonstrations,1374.0,35.9879,42.3496
Iraq#2026-04-25#1374.0,2026-04-25,Middle East,Iraq,Ninewa,Protests,Peaceful protest,1,0,,Demonstrations,1374.0,35.9879,42.3496
Iraq#2026-04-18#1374.0,2026-04-18,Middle East,Iraq,Ninewa,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,1374.0,35.9879,42.3496
Iraq#2026-04-25#1374.0,2026-04-25,Middle East,Iraq,Ninewa,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1374.0,35.9879,42.3496
Iraq#2026-04-18#1374.0,2026-04-18,Middle East,Iraq,Ninewa,Strategic developments,Other,1,0,,Strategic developments,1374.0,35.9879,42.3496
Iraq#2026-04-25#1374.0,2026-04-25,Middle East,Iraq,Ninewa,Strategic developments,Other,1,0,,Strategic developments,1374.0,35.9879,42.3496
Iraq#2026-04-25#1375.0,2026-04-25,Middle East,Iraq,Salah Al Din,Battles,Armed clash,1,1,,Political violence,1375.0,34.6687,43.6316
Iraq#2026-05-02#1375.0,2026-05-02,Middle East,Iraq,Salah Al Din,Battles,Armed clash,1,0,,Political violence,1375.0,34.6687,43.6316
Iraq#2026-04-25#1375.0,2026-04-25,Middle East,Iraq,Salah Al Din,Strategic developments,Arrests,1,0,,Strategic developments,1375.0,34.6687,43.6316
Iraq#2026-04-18#1376.0,2026-04-18,Middle East,Iraq,Thi Qar,Battles,Armed clash,1,0,,Political violence,1376.0,31.2876,46.2732
Iraq#2026-05-02#1376.0,2026-05-02,Middle East,Iraq,Thi Qar,Battles,Armed clash,1,0,,Political violence,1376.0,31.2876,46.2732
Iraq#2026-04-25#1377.0,2026-04-25,Middle East,Iraq,Wassit,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,,Political violence,1377.0,32.7059,45.704
Israel#2026-04-18#1405.0,2026-04-18,Middle East,Israel,HaDarom,Protests,Peaceful protest,4,0,47658.0,Demonstrations,1405.0,30.6783,34.8831
Israel#2026-04-25#1405.0,2026-04-25,Middle East,Israel,HaDarom,Protests,Peaceful protest,1,0,21900.0,Demonstrations,1405.0,30.6783,34.8831
Israel#2026-04-18#1405.0,2026-04-18,Middle East,Israel,HaDarom,Protests,Protest with intervention,1,0,,Demonstrations,1405.0,30.6783,34.8831
Israel#2026-05-02#1405.0,2026-05-02,Middle East,Israel,HaDarom,Protests,Protest with intervention,1,0,,Demonstrations,1405.0,30.6783,34.8831
Israel#2026-04-25#1405.0,2026-04-25,Middle East,Israel,HaDarom,Riots,Violent demonstration,1,0,,Demonstrations,1405.0,30.6783,34.8831
Israel#2026-04-18#1405.0,2026-04-18,Middle East,Israel,HaDarom,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1405.0,30.6783,34.8831
Israel#2026-05-02#1405.0,2026-05-02,Middle East,Israel,HaDarom,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1405.0,30.6783,34.8831
Israel#2026-04-18#1405.0,2026-04-18,Middle East,Israel,HaDarom,Strategic developments,Looting/property destruction,1,0,,Strategic developments,1405.0,30.6783,34.8831
Israel#2026-04-25#1405.0,2026-04-25,Middle East,Israel,HaDarom,Violence against civilians,Attack,1,0,,Political violence,1405.0,30.6783,34.8831
Israel#2026-04-18#1407.0,2026-04-18,Middle East,Israel,HaMerkaz,Protests,Peaceful protest,3,0,66482.0,Demonstrations,1407.0,32.085,34.9167
Israel#2026-04-25#1407.0,2026-04-25,Middle East,Israel,HaMerkaz,Protests,Peaceful protest,3,0,45871.0,Demonstrations,1407.0,32.085,34.9167
Israel#2026-05-02#1407.0,2026-05-02,Middle East,Israel,HaMerkaz,Protests,Peaceful protest,2,0,,Demonstrations,1407.0,32.085,34.9167
Israel#2026-04-25#1408.0,2026-04-25,Middle East,Israel,HaZafon,Explosions/Remote violence,Air/drone strike,2,0,487.0,Political violence,1408.0,32.839,35.3807
Israel#2026-05-02#1408.0,2026-05-02,Middle East,Israel,HaZafon,Explosions/Remote violence,Air/drone strike,3,0,1605.0,Political violence,1408.0,32.839,35.3807
Israel#2026-04-25#1408.0,2026-04-25,Middle East,Israel,HaZafon,Explosions/Remote violence,Shelling/artillery/missile attack,4,0,20839.0,Political violence,1408.0,32.839,35.3807
Israel#2026-05-02#1408.0,2026-05-02,Middle East,Israel,HaZafon,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,,Political violence,1408.0,32.839,35.3807
Israel#2026-04-18#1408.0,2026-04-18,Middle East,Israel,HaZafon,Protests,Peaceful protest,4,0,8376.0,Demonstrations,1408.0,32.839,35.3807
Israel#2026-04-25#1408.0,2026-04-25,Middle East,Israel,HaZafon,Protests,Peaceful protest,5,0,41102.0,Demonstrations,1408.0,32.839,35.3807
Israel#2026-05-02#1408.0,2026-05-02,Middle East,Israel,HaZafon,Protests,Peaceful protest,7,0,,Demonstrations,1408.0,32.839,35.3807
Israel#2026-04-18#1408.0,2026-04-18,Middle East,Israel,HaZafon,Protests,Protest with intervention,2,0,8517.0,Demonstrations,1408.0,32.839,35.3807
Israel#2026-05-02#1408.0,2026-05-02,Middle East,Israel,HaZafon,Protests,Protest with intervention,1,0,,Demonstrations,1408.0,32.839,35.3807
Israel#2026-04-18#1408.0,2026-04-18,Middle East,Israel,HaZafon,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1408.0,32.839,35.3807
Israel#2026-04-25#1408.0,2026-04-25,Middle East,Israel,HaZafon,Strategic developments,Disrupted weapons use,4,0,,Strategic developments,1408.0,32.839,35.3807
Israel#2026-05-02#1408.0,2026-05-02,Middle East,Israel,HaZafon,Strategic developments,Disrupted weapons use,4,0,,Strategic developments,1408.0,32.839,35.3807
Israel#2026-04-18#1406.0,2026-04-18,Middle East,Israel,Haifa,Protests,Peaceful protest,3,0,19846.0,Demonstrations,1406.0,32.6278,34.9819
Israel#2026-04-25#1406.0,2026-04-25,Middle East,Israel,Haifa,Protests,Peaceful protest,2,0,19846.0,Demonstrations,1406.0,32.6278,34.9819
Israel#2026-05-02#1406.0,2026-05-02,Middle East,Israel,Haifa,Protests,Peaceful protest,2,0,,Demonstrations,1406.0,32.6278,34.9819
Israel#2026-05-02#1406.0,2026-05-02,Middle East,Israel,Haifa,Protests,Protest with intervention,1,0,,Demonstrations,1406.0,32.6278,34.9819
Israel#2026-04-25#1406.0,2026-04-25,Middle East,Israel,Haifa,Strategic developments,Other,1,0,,Strategic developments,1406.0,32.6278,34.9819
Israel#2026-04-18#1409.0,2026-04-18,Middle East,Israel,Jerusalem,Protests,Peaceful protest,3,0,17833.0,Demonstrations,1409.0,31.7281,34.9945
Israel#2026-04-25#1409.0,2026-04-25,Middle East,Israel,Jerusalem,Protests,Peaceful protest,1,0,17833.0,Demonstrations,1409.0,31.7281,34.9945
Israel#2026-04-18#1409.0,2026-04-18,Middle East,Israel,Jerusalem,Protests,Protest with intervention,1,0,17833.0,Demonstrations,1409.0,31.7281,34.9945
Israel#2026-04-25#1409.0,2026-04-25,Middle East,Israel,Jerusalem,Protests,Protest with intervention,2,0,17833.0,Demonstrations,1409.0,31.7281,34.9945
Israel#2026-05-02#1409.0,2026-05-02,Middle East,Israel,Jerusalem,Protests,Protest with intervention,1,0,,Demonstrations,1409.0,31.7281,34.9945
Israel#2026-05-02#1409.0,2026-05-02,Middle East,Israel,Jerusalem,Riots,Mob violence,1,0,,Political violence,1409.0,31.7281,34.9945
Israel#2026-04-18#1409.0,2026-04-18,Middle East,Israel,Jerusalem,Riots,Violent demonstration,2,0,,Demonstrations,1409.0,31.7281,34.9945
Israel#2026-04-25#1409.0,2026-04-25,Middle East,Israel,Jerusalem,Riots,Violent demonstration,3,0,89239.0,Demonstrations,1409.0,31.7281,34.9945
Israel#2026-05-02#1409.0,2026-05-02,Middle East,Israel,Jerusalem,Riots,Violent demonstration,1,0,,Demonstrations,1409.0,31.7281,34.9945
Israel#2026-04-25#1409.0,2026-04-25,Middle East,Israel,Jerusalem,Violence against civilians,Attack,1,0,28145.0,Political violence,1409.0,31.7281,34.9945
Israel#2026-04-18#1410.0,2026-04-18,Middle East,Israel,Tel Aviv,Protests,Peaceful protest,5,0,75485.0,Demonstrations,1410.0,32.0984,34.8103
Israel#2026-04-25#1410.0,2026-04-25,Middle East,Israel,Tel Aviv,Protests,Peaceful protest,2,0,44888.0,Demonstrations,1410.0,32.0984,34.8103
Israel#2026-05-02#1410.0,2026-05-02,Middle East,Israel,Tel Aviv,Protests,Peaceful protest,3,0,,Demonstrations,1410.0,32.0984,34.8103
Israel#2026-04-18#1410.0,2026-04-18,Middle East,Israel,Tel Aviv,Protests,Protest with intervention,1,0,,Demonstrations,1410.0,32.0984,34.8103
Israel#2026-04-25#1410.0,2026-04-25,Middle East,Israel,Tel Aviv,Riots,Violent demonstration,2,0,196997.0,Demonstrations,1410.0,32.0984,34.8103
Kuwait#2026-04-18#1590.0,2026-04-18,Middle East,Kuwait,Al Asimah,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1590.0,29.3474,47.9688
Kuwait#2026-04-18#1592.0,2026-04-18,Middle East,Kuwait,Al Jahra,Explosions/Remote violence,Air/drone strike,1,0,,Political violence,1592.0,29.4988,47.3671
Lebanon#2026-04-25#1736.0,2026-04-25,Middle East,Lebanon,Akkar,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1736.0,34.5499,36.1901
Lebanon#2026-05-02#1736.0,2026-05-02,Middle East,Lebanon,Akkar,Strategic developments,Looting/property destruction,1,0,,Strategic developments,1736.0,34.5499,36.1901
Lebanon#2026-04-18#1741.0,2026-04-18,Middle East,Lebanon,Al Nabatieh,Battles,Armed clash,4,9,20324.0,Political violence,1741.0,33.2832,35.4971
Lebanon#2026-04-25#1741.0,2026-04-25,Middle East,Lebanon,Al Nabatieh,Battles,Armed clash,1,0,10948.0,Political violence,1741.0,33.2832,35.4971
Lebanon#2026-05-02#1741.0,2026-05-02,Middle East,Lebanon,Al Nabatieh,Battles,Armed clash,3,0,1035.0,Political violence,1741.0,33.2832,35.4971
Lebanon#2026-04-18#1741.0,2026-04-18,Middle East,Lebanon,Al Nabatieh,Explosions/Remote violence,Air/drone strike,26,19,43551.0,Political violence,1741.0,33.2832,35.4971
Lebanon#2026-04-25#1741.0,2026-04-25,Middle East,Lebanon,Al Nabatieh,Explosions/Remote violence,Air/drone strike,166,78,164572.0,Political violence,1741.0,33.2832,35.4971
Lebanon#2026-05-02#1741.0,2026-05-02,Middle East,Lebanon,Al Nabatieh,Explosions/Remote violence,Air/drone strike,222,77,101450.0,Political violence,1741.0,33.2832,35.4971
Lebanon#2026-05-02#1741.0,2026-05-02,Middle East,Lebanon,Al Nabatieh,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,1741.0,33.2832,35.4971
Lebanon#2026-04-18#1741.0,2026-04-18,Middle East,Lebanon,Al Nabatieh,Explosions/Remote violence,Shelling/artillery/missile attack,41,0,40746.0,Political violence,1741.0,33.2832,35.4971
Lebanon#2026-04-25#1741.0,2026-04-25,Middle East,Lebanon,Al Nabatieh,Explosions/Remote violence,Shelling/artillery/missile attack,57,0,81568.0,Political violence,1741.0,33.2832,35.4971
Lebanon#2026-05-02#1741.0,2026-05-02,Middle East,Lebanon,Al Nabatieh,Explosions/Remote violence,Shelling/artillery/missile attack,71,0,89274.0,Political violence,1741.0,33.2832,35.4971
Lebanon#2026-04-18#1741.0,2026-04-18,Middle East,Lebanon,Al Nabatieh,Strategic developments,Arrests,1,0,,Strategic developments,1741.0,33.2832,35.4971
Lebanon#2026-04-18#1741.0,2026-04-18,Middle East,Lebanon,Al Nabatieh,Strategic developments,Change to group/activity,3,0,,Strategic developments,1741.0,33.2832,35.4971
Lebanon#2026-04-25#1741.0,2026-04-25,Middle East,Lebanon,Al Nabatieh,Strategic developments,Change to group/activity,2,0,,Strategic developments,1741.0,33.2832,35.4971
Lebanon#2026-05-02#1741.0,2026-05-02,Middle East,Lebanon,Al Nabatieh,Strategic developments,Change to group/activity,4,0,,Strategic developments,1741.0,33.2832,35.4971
Lebanon#2026-04-18#1741.0,2026-04-18,Middle East,Lebanon,Al Nabatieh,Strategic developments,Disrupted weapons use,12,0,,Strategic developments,1741.0,33.2832,35.4971
Lebanon#2026-04-25#1741.0,2026-04-25,Middle East,Lebanon,Al Nabatieh,Strategic developments,Disrupted weapons use,13,0,,Strategic developments,1741.0,33.2832,35.4971
Lebanon#2026-05-02#1741.0,2026-05-02,Middle East,Lebanon,Al Nabatieh,Strategic developments,Disrupted weapons use,6,0,,Strategic developments,1741.0,33.2832,35.4971
Lebanon#2026-04-18#1741.0,2026-04-18,Middle East,Lebanon,Al Nabatieh,Strategic developments,Looting/property destruction,66,0,,Strategic developments,1741.0,33.2832,35.4971
Lebanon#2026-04-25#1741.0,2026-04-25,Middle East,Lebanon,Al Nabatieh,Strategic developments,Looting/property destruction,33,0,,Strategic developments,1741.0,33.2832,35.4971
Lebanon#2026-05-02#1741.0,2026-05-02,Middle East,Lebanon,Al Nabatieh,Strategic developments,Looting/property destruction,15,0,,Strategic developments,1741.0,33.2832,35.4971
Lebanon#2026-04-18#1741.0,2026-04-18,Middle East,Lebanon,Al Nabatieh,Strategic developments,Other,3,0,,Strategic developments,1741.0,33.2832,35.4971
Lebanon#2026-04-25#1741.0,2026-04-25,Middle East,Lebanon,Al Nabatieh,Strategic developments,Other,5,0,,Strategic developments,1741.0,33.2832,35.4971
Lebanon#2026-04-18#1741.0,2026-04-18,Middle East,Lebanon,Al Nabatieh,Violence against civilians,Abduction/forced disappearance,2,0,13437.0,Political violence,1741.0,33.2832,35.4971
Lebanon#2026-04-18#1741.0,2026-04-18,Middle East,Lebanon,Al Nabatieh,Violence against civilians,Attack,2,1,3257.0,Political violence,1741.0,33.2832,35.4971
Lebanon#2026-04-18#1737.0,2026-04-18,Middle East,Lebanon,Baalbek-Hermel,Battles,Armed clash,1,0,,Political violence,1737.0,34.1673,36.2993
Lebanon#2026-05-02#1737.0,2026-05-02,Middle East,Lebanon,Baalbek-Hermel,Battles,Armed clash,1,1,,Political violence,1737.0,34.1673,36.2993
Lebanon#2026-04-25#1737.0,2026-04-25,Middle East,Lebanon,Baalbek-Hermel,Explosions/Remote violence,Air/drone strike,1,0,,Political violence,1737.0,34.1673,36.2993
Lebanon#2026-05-02#1737.0,2026-05-02,Middle East,Lebanon,Baalbek-Hermel,Explosions/Remote violence,Air/drone strike,2,0,,Political violence,1737.0,34.1673,36.2993
Lebanon#2026-05-02#1737.0,2026-05-02,Middle East,Lebanon,Baalbek-Hermel,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,,Political violence,1737.0,34.1673,36.2993
Lebanon#2026-04-18#1737.0,2026-04-18,Middle East,Lebanon,Baalbek-Hermel,Riots,Mob violence,1,0,,Political violence,1737.0,34.1673,36.2993
Lebanon#2026-05-02#1737.0,2026-05-02,Middle East,Lebanon,Baalbek-Hermel,Strategic developments,Arrests,1,0,,Strategic developments,1737.0,34.1673,36.2993
Lebanon#2026-04-25#1737.0,2026-04-25,Middle East,Lebanon,Baalbek-Hermel,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,1737.0,34.1673,36.2993
Lebanon#2026-04-18#1737.0,2026-04-18,Middle East,Lebanon,Baalbek-Hermel,Violence against civilians,Abduction/forced disappearance,1,0,,Political violence,1737.0,34.1673,36.2993
Lebanon#2026-04-18#1738.0,2026-04-18,Middle East,Lebanon,Beirut,Protests,Peaceful protest,1,0,,Demonstrations,1738.0,33.8886,35.5016
Lebanon#2026-04-25#1738.0,2026-04-25,Middle East,Lebanon,Beirut,Protests,Peaceful protest,4,0,,Demonstrations,1738.0,33.8886,35.5016
Lebanon#2026-04-25#1738.0,2026-04-25,Middle East,Lebanon,Beirut,Riots,Violent demonstration,3,0,,Demonstrations,1738.0,33.8886,35.5016
Lebanon#2026-04-25#1738.0,2026-04-25,Middle East,Lebanon,Beirut,Violence against civilians,Attack,1,0,,Political violence,1738.0,33.8886,35.5016
Lebanon#2026-04-25#1739.0,2026-04-25,Middle East,Lebanon,Bekaa,Battles,Armed clash,1,0,,Political violence,1739.0,33.6407,35.8097
Lebanon#2026-05-02#1739.0,2026-05-02,Middle East,Lebanon,Bekaa,Explosions/Remote violence,Air/drone strike,1,5,,Political violence,1739.0,33.6407,35.8097
Lebanon#2026-04-25#1739.0,2026-04-25,Middle East,Lebanon,Bekaa,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,1739.0,33.6407,35.8097
Lebanon#2026-04-18#1739.0,2026-04-18,Middle East,Lebanon,Bekaa,Protests,Peaceful protest,1,0,,Demonstrations,1739.0,33.6407,35.8097
Lebanon#2026-04-25#1739.0,2026-04-25,Middle East,Lebanon,Bekaa,Protests,Peaceful protest,2,0,,Demonstrations,1739.0,33.6407,35.8097
Lebanon#2026-04-18#1739.0,2026-04-18,Middle East,Lebanon,Bekaa,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1739.0,33.6407,35.8097
Lebanon#2026-05-02#1740.0,2026-05-02,Middle East,Lebanon,Mount Lebanon,Explosions/Remote violence,Air/drone strike,1,2,,Political violence,1740.0,33.8513,35.6478
Lebanon#2026-04-25#1740.0,2026-04-25,Middle East,Lebanon,Mount Lebanon,Protests,Peaceful protest,1,0,,Demonstrations,1740.0,33.8513,35.6478
Lebanon#2026-04-18#1740.0,2026-04-18,Middle East,Lebanon,Mount Lebanon,Strategic developments,Disrupted weapons use,8,0,,Strategic developments,1740.0,33.8513,35.6478
Lebanon#2026-05-02#1740.0,2026-05-02,Middle East,Lebanon,Mount Lebanon,Strategic developments,Disrupted weapons use,3,0,,Strategic developments,1740.0,33.8513,35.6478
Lebanon#2026-05-02#1742.0,2026-05-02,Middle East,Lebanon,North,Explosions/Remote violence,Air/drone strike,1,0,,Political violence,1742.0,34.3195,35.9369
Lebanon#2026-04-18#1742.0,2026-04-18,Middle East,Lebanon,North,Protests,Peaceful protest,2,0,,Demonstrations,1742.0,34.3195,35.9369
Lebanon#2026-04-18#1742.0,2026-04-18,Middle East,Lebanon,North,Strategic developments,Other,1,0,,Strategic developments,1742.0,34.3195,35.9369
Lebanon#2026-04-18#1743.0,2026-04-18,Middle East,Lebanon,South,Battles,Armed clash,1,3,1400.0,Political violence,1743.0,33.3416,35.3035
Lebanon#2026-04-18#1743.0,2026-04-18,Middle East,Lebanon,South,Explosions/Remote violence,Air/drone strike,8,5,6875.0,Political violence,1743.0,33.3416,35.3035
Lebanon#2026-04-25#1743.0,2026-04-25,Middle East,Lebanon,South,Explosions/Remote violence,Air/drone strike,84,40,81735.0,Political violence,1743.0,33.3416,35.3035
Lebanon#2026-05-02#1743.0,2026-05-02,Middle East,Lebanon,South,Explosions/Remote violence,Air/drone strike,117,35,34424.0,Political violence,1743.0,33.3416,35.3035
Lebanon#2026-04-18#1743.0,2026-04-18,Middle East,Lebanon,South,Explosions/Remote violence,Shelling/artillery/missile attack,5,0,6467.0,Political violence,1743.0,33.3416,35.3035
Lebanon#2026-04-25#1743.0,2026-04-25,Middle East,Lebanon,South,Explosions/Remote violence,Shelling/artillery/missile attack,20,0,11192.0,Political violence,1743.0,33.3416,35.3035
Lebanon#2026-05-02#1743.0,2026-05-02,Middle East,Lebanon,South,Explosions/Remote violence,Shelling/artillery/missile attack,23,0,11070.0,Political violence,1743.0,33.3416,35.3035
Lebanon#2026-04-25#1743.0,2026-04-25,Middle East,Lebanon,South,Protests,Peaceful protest,2,0,,Demonstrations,1743.0,33.3416,35.3035
Lebanon#2026-04-25#1743.0,2026-04-25,Middle East,Lebanon,South,Strategic developments,Change to group/activity,2,0,,Strategic developments,1743.0,33.3416,35.3035
Lebanon#2026-05-02#1743.0,2026-05-02,Middle East,Lebanon,South,Strategic developments,Change to group/activity,2,0,,Strategic developments,1743.0,33.3416,35.3035
Lebanon#2026-04-18#1743.0,2026-04-18,Middle East,Lebanon,South,Strategic developments,Disrupted weapons use,4,0,,Strategic developments,1743.0,33.3416,35.3035
Lebanon#2026-04-25#1743.0,2026-04-25,Middle East,Lebanon,South,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1743.0,33.3416,35.3035
Lebanon#2026-05-02#1743.0,2026-05-02,Middle East,Lebanon,South,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,1743.0,33.3416,35.3035
Lebanon#2026-04-18#1743.0,2026-04-18,Middle East,Lebanon,South,Strategic developments,Looting/property destruction,22,0,,Strategic developments,1743.0,33.3416,35.3035
Lebanon#2026-04-25#1743.0,2026-04-25,Middle East,Lebanon,South,Strategic developments,Looting/property destruction,11,0,,Strategic developments,1743.0,33.3416,35.3035
Lebanon#2026-05-02#1743.0,2026-05-02,Middle East,Lebanon,South,Strategic developments,Looting/property destruction,10,0,,Strategic developments,1743.0,33.3416,35.3035
Lebanon#2026-05-02#1743.0,2026-05-02,Middle East,Lebanon,South,Strategic developments,Other,1,0,,Strategic developments,1743.0,33.3416,35.3035
Oman#2026-04-25#2273.0,2026-04-25,Middle East,Oman,Al Batinah North,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,19522.0,Political violence,2273.0,24.2357,56.5739
Oman#2026-04-25#4153.0,2026-04-25,Middle East,Oman,Arabian Sea,Strategic developments,Other,3,0,,Strategic developments,4153.0,12.1336,62.3764
Oman#2026-04-18#4154.0,2026-04-18,Middle East,Oman,Gulf of Oman,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,,Political violence,4154.0,24.5876,58.5161
Oman#2026-04-18#4154.0,2026-04-18,Middle East,Oman,Gulf of Oman,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,4154.0,24.5876,58.5161
Oman#2026-05-02#4154.0,2026-05-02,Middle East,Oman,Gulf of Oman,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,4154.0,24.5876,58.5161
Oman#2026-05-02#4154.0,2026-05-02,Middle East,Oman,Gulf of Oman,Strategic developments,Looting/property destruction,1,0,,Strategic developments,4154.0,24.5876,58.5161
Oman#2026-05-02#4154.0,2026-05-02,Middle East,Oman,Gulf of Oman,Violence against civilians,Attack,1,0,,Political violence,4154.0,24.5876,58.5161
Oman#2026-05-02#2280.0,2026-05-02,Middle East,Oman,Musandam,Explosions/Remote violence,Air/drone strike,2,0,,Political violence,2280.0,25.9953,56.303
Oman#2026-04-18#2280.0,2026-04-18,Middle East,Oman,Musandam,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,,Political violence,2280.0,25.9953,56.303
Oman#2026-04-18#4156.0,2026-04-18,Middle East,Oman,Strait of Hormuz,Explosions/Remote violence,Shelling/artillery/missile attack,3,0,,Political violence,4156.0,26.6719,56.4867
Oman#2026-05-02#4156.0,2026-05-02,Middle East,Oman,Strait of Hormuz,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,,Political violence,4156.0,26.6719,56.4867
Oman#2026-04-18#4156.0,2026-04-18,Middle East,Oman,Strait of Hormuz,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,4156.0,26.6719,56.4867
Oman#2026-05-02#4156.0,2026-05-02,Middle East,Oman,Strait of Hormuz,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,4156.0,26.6719,56.4867
Palestine#2026-04-18#2289.0,2026-04-18,Middle East,Palestine,Gaza Strip,Battles,Armed clash,2,4,34217.0,Political violence,2289.0,31.407,34.3577
Palestine#2026-04-25#2289.0,2026-04-25,Middle East,Palestine,Gaza Strip,Battles,Armed clash,3,6,18028.0,Political violence,2289.0,31.407,34.3577
Palestine#2026-05-02#2289.0,2026-05-02,Middle East,Palestine,Gaza Strip,Battles,Armed clash,6,10,75642.0,Political violence,2289.0,31.407,34.3577
Palestine#2026-04-18#2289.0,2026-04-18,Middle East,Palestine,Gaza Strip,Explosions/Remote violence,Air/drone strike,29,38,390936.0,Political violence,2289.0,31.407,34.3577
Palestine#2026-04-25#2289.0,2026-04-25,Middle East,Palestine,Gaza Strip,Explosions/Remote violence,Air/drone strike,18,16,353443.0,Political violence,2289.0,31.407,34.3577
Palestine#2026-05-02#2289.0,2026-05-02,Middle East,Palestine,Gaza Strip,Explosions/Remote violence,Air/drone strike,17,18,170424.0,Political violence,2289.0,31.407,34.3577
Palestine#2026-04-18#2289.0,2026-04-18,Middle East,Palestine,Gaza Strip,Explosions/Remote violence,Shelling/artillery/missile attack,44,7,439772.0,Political violence,2289.0,31.407,34.3577
Palestine#2026-04-25#2289.0,2026-04-25,Middle East,Palestine,Gaza Strip,Explosions/Remote violence,Shelling/artillery/missile attack,32,1,558625.0,Political violence,2289.0,31.407,34.3577
Palestine#2026-05-02#2289.0,2026-05-02,Middle East,Palestine,Gaza Strip,Explosions/Remote violence,Shelling/artillery/missile attack,29,0,69881.0,Political violence,2289.0,31.407,34.3577
Palestine#2026-04-18#2289.0,2026-04-18,Middle East,Palestine,Gaza Strip,Protests,Peaceful protest,6,0,97962.0,Demonstrations,2289.0,31.407,34.3577
Palestine#2026-04-25#2289.0,2026-04-25,Middle East,Palestine,Gaza Strip,Protests,Peaceful protest,2,0,65388.0,Demonstrations,2289.0,31.407,34.3577
Palestine#2026-05-02#2289.0,2026-05-02,Middle East,Palestine,Gaza Strip,Protests,Peaceful protest,1,0,38575.0,Demonstrations,2289.0,31.407,34.3577
Palestine#2026-04-18#2289.0,2026-04-18,Middle East,Palestine,Gaza Strip,Strategic developments,Arrests,1,0,,Strategic developments,2289.0,31.407,34.3577
Palestine#2026-04-25#2289.0,2026-04-25,Middle East,Palestine,Gaza Strip,Strategic developments,Change to group/activity,1,0,,Strategic developments,2289.0,31.407,34.3577
Palestine#2026-04-18#2289.0,2026-04-18,Middle East,Palestine,Gaza Strip,Strategic developments,Looting/property destruction,7,0,,Strategic developments,2289.0,31.407,34.3577
Palestine#2026-04-25#2289.0,2026-04-25,Middle East,Palestine,Gaza Strip,Strategic developments,Looting/property destruction,9,0,,Strategic developments,2289.0,31.407,34.3577
Palestine#2026-05-02#2289.0,2026-05-02,Middle East,Palestine,Gaza Strip,Strategic developments,Looting/property destruction,10,0,,Strategic developments,2289.0,31.407,34.3577
Palestine#2026-04-18#2289.0,2026-04-18,Middle East,Palestine,Gaza Strip,Violence against civilians,Abduction/forced disappearance,1,0,53717.0,Political violence,2289.0,31.407,34.3577
Palestine#2026-04-25#2289.0,2026-04-25,Middle East,Palestine,Gaza Strip,Violence against civilians,Abduction/forced disappearance,1,0,38575.0,Political violence,2289.0,31.407,34.3577
Palestine#2026-04-18#2289.0,2026-04-18,Middle East,Palestine,Gaza Strip,Violence against civilians,Attack,10,2,257889.0,Political violence,2289.0,31.407,34.3577
Palestine#2026-04-25#2289.0,2026-04-25,Middle East,Palestine,Gaza Strip,Violence against civilians,Attack,12,5,205657.0,Political violence,2289.0,31.407,34.3577
Palestine#2026-05-02#2289.0,2026-05-02,Middle East,Palestine,Gaza Strip,Violence against civilians,Attack,5,2,29247.0,Political violence,2289.0,31.407,34.3577
Palestine#2026-04-18#2290.0,2026-04-18,Middle East,Palestine,West Bank,Battles,Armed clash,1,1,,Political violence,2290.0,31.9475,35.267
Palestine#2026-04-25#2290.0,2026-04-25,Middle East,Palestine,West Bank,Battles,Armed clash,1,1,6408.0,Political violence,2290.0,31.9475,35.267
Palestine#2026-05-02#2290.0,2026-05-02,Middle East,Palestine,West Bank,Explosions/Remote violence,Remote explosive/landmine/IED,3,0,,Political violence,2290.0,31.9475,35.267
